recall,precision,f1score,auc,accuracy,id,execution_time,shift,q,class_weight,penalty,C,max_iter,solver,tol,feature_to_drop,kline_size,n_limit,random_search
0.94,0.56,0.7,0.7,0.66,4,1.34,-1,0.34,0.81,l2,0.021544346900318832,70,liblinear,0.05,no_of_trades,240,3,True
0.93,0.52,0.67,0.69,0.64,5,2.21,-1,0.29,0.82,l2,0.4641588833612777,40,liblinear,0.005,wilder_rsi,240,3,True
0.97,0.5,0.66,0.65,0.59,6,2.15,-1,0.31,0.36,l2,0.046415888336127774,120,liblinear,0.005,imbalance,240,3,True
0.95,0.55,0.7,0.69,0.65,7,1.18,-1,0.34,0.64,l2,0.046415888336127774,120,lbfgs,0.005,PPO,240,3,True
0.92,0.6,0.73,0.72,0.69,8,11.95,-1,0.37,0.99,l2,0.21544346900318834,40,sag,0.005,maker_ratio,240,3,True
0.97,0.46,0.62,0.66,0.57,9,9.59,-1,0.25,0.37,l2,0.21544346900318834,30,sag,0.01,wilder_rsi,240,3,True
1.0,0.48,0.65,0.56,0.52,10,0.7,-1,0.38,0.42,l2,0.046415888336127774,70,lbfgs,0.1,maker_ratio,240,3,True
0.83,0.69,0.75,0.77,0.76,11,0.78,-1,0.36,0.7,l2,0.4641588833612777,130,lbfgs,0.05,maker_ratio,240,3,True
0.94,0.54,0.69,0.69,0.64,12,0.79,-1,0.33,0.94,l2,1.0,140,lbfgs,0.01,volume,240,3,True
0.95,0.57,0.71,0.69,0.66,13,1.18,-1,0.37,0.7,l2,2.154434690031882,50,lbfgs,0.005,vwap,240,3,True
0.94,0.5,0.65,0.68,0.62,14,1.85,-1,0.27,0.7,l2,2.154434690031882,70,liblinear,0.05,volume,240,3,True
0.97,0.52,0.68,0.65,0.61,15,5.61,-1,0.35,0.32,l2,0.01,60,sag,0.005,maker_ratio,240,3,True
0.13,0.93,0.23,0.56,0.67,16,0.7,-1,0.26,0.95,l2,10.0,140,lbfgs,0.1,atr,240,3,True
0.94,0.53,0.67,0.69,0.64,17,0.87,-1,0.3,0.81,l2,10.0,60,lbfgs,0.01,volume,240,3,True
0.94,0.49,0.65,0.68,0.62,18,1.86,-1,0.26,0.7,l2,0.09999999999999999,80,sag,0.05,low,240,3,True
0.73,0.77,0.75,0.78,0.78,19,0.69,-1,0.37,0.85,l2,1.0,110,lbfgs,0.1,PPO,240,3,True
0.96,0.46,0.63,0.66,0.58,20,1.57,-1,0.25,0.41,l2,0.21544346900318834,110,liblinear,0.05,imbalance,240,3,True
0.79,0.65,0.72,0.76,0.75,21,0.57,-1,0.3,0.77,l2,0.021544346900318832,30,lbfgs,0.05,maker_ratio,240,3,True
0.91,0.64,0.75,0.74,0.73,22,0.8,-1,0.4,0.86,l2,10.0,120,lbfgs,0.05,no_of_trades,240,3,True
0.96,0.56,0.7,0.69,0.65,23,1.33,-1,0.36,0.56,l2,10.0,100,liblinear,0.1,low,240,3,True
0.96,0.52,0.67,0.67,0.62,24,1.31,-1,0.32,0.49,l2,1.0,40,sag,0.1,high,240,3,True
0.92,0.5,0.65,0.69,0.63,25,1.62,-1,0.26,0.91,l2,0.4641588833612777,130,liblinear,0.1,wilder_rsi,240,3,True
0.91,0.7,0.79,0.79,0.78,26,0.87,-1,0.4,0.74,l2,2.154434690031882,60,lbfgs,0.005,atr,240,3,True
0.96,0.57,0.72,0.69,0.66,27,1.32,-1,0.39,0.45,l2,0.046415888336127774,140,lbfgs,0.005,close,240,3,True
0.95,0.48,0.63,0.67,0.6,28,1.56,-1,0.25,0.51,l2,2.154434690031882,130,sag,0.1,close,240,3,True
0.95,0.5,0.65,0.68,0.61,29,1.61,-1,0.28,0.62,l2,0.09999999999999999,90,liblinear,0.005,close,240,3,True
0.97,0.51,0.67,0.66,0.61,30,1.63,-1,0.32,0.43,l2,10.0,140,sag,0.05,no_of_trades,240,3,True
0.92,0.58,0.71,0.71,0.68,31,2.4,-1,0.35,0.92,l2,10.0,50,liblinear,0.005,PPO,240,3,True
0.69,0.79,0.74,0.77,0.78,32,0.65,-1,0.37,0.98,l2,0.046415888336127774,110,lbfgs,0.05,PPO,240,3,True
0.97,0.54,0.69,0.67,0.63,33,0.89,-1,0.36,0.4,l2,0.021544346900318832,90,lbfgs,0.005,vwap,240,3,True
0.95,0.54,0.69,0.68,0.64,34,1.59,-1,0.33,0.61,l2,0.046415888336127774,100,liblinear,0.005,low,240,3,True
0.92,0.63,0.75,0.73,0.71,35,19.86,-1,0.4,0.91,l2,2.154434690031882,70,sag,0.005,maker_ratio,240,3,True
0.93,0.56,0.7,0.7,0.66,36,1.84,-1,0.33,0.92,l2,1.0,110,sag,0.1,high,240,3,True
0.95,0.49,0.65,0.67,0.61,37,1.83,-1,0.28,0.54,l2,0.09999999999999999,70,liblinear,0.1,wilder_rsi,240,3,True
0.94,0.66,0.78,0.77,0.75,38,1.56,-1,0.4,0.47,l2,4.641588833612777,40,sag,0.1,atr,240,3,True
0.94,0.52,0.67,0.69,0.64,39,41.76,-1,0.29,0.79,l2,10.0,140,sag,0.005,wilder_rsi,240,3,True
0.96,0.5,0.66,0.67,0.61,40,1.25,-1,0.29,0.56,l2,0.21544346900318834,110,lbfgs,0.005,volume,240,3,True
0.96,0.55,0.7,0.68,0.64,41,23.39,-1,0.36,0.46,l2,1.0,120,sag,0.01,low,240,3,True
0.84,0.73,0.78,0.81,0.8,42,1.88,-1,0.34,0.87,l2,0.046415888336127774,80,sag,0.1,atr,240,3,True
0.95,0.55,0.69,0.69,0.64,43,2.68,-1,0.34,0.61,l2,0.01,100,sag,0.005,close,240,3,True
0.96,0.48,0.64,0.67,0.59,44,1.66,-1,0.26,0.5,l2,4.641588833612777,100,liblinear,0.1,low,240,3,True
0.86,0.69,0.77,0.77,0.76,45,0.8,-1,0.4,0.78,l2,0.021544346900318832,100,lbfgs,0.05,wilder_rsi,240,3,True
0.92,0.58,0.71,0.71,0.68,46,1.93,-1,0.35,0.96,l2,4.641588833612777,70,liblinear,0.01,maker_ratio,240,3,True
0.93,0.49,0.64,0.69,0.63,47,1.88,-1,0.25,0.88,l2,0.021544346900318832,50,liblinear,0.005,vwap,240,3,True
0.97,0.46,0.62,0.66,0.57,48,1.97,-1,0.25,0.42,l2,0.09999999999999999,50,sag,0.1,wilder_rsi,240,3,True
0.88,0.57,0.69,0.73,0.7,49,0.63,-1,0.27,0.53,l2,0.021544346900318832,60,lbfgs,0.05,volume,240,3,True
0.95,0.51,0.67,0.68,0.62,50,26.52,-1,0.3,0.59,l2,4.641588833612777,140,sag,0.01,maker_ratio,240,3,True
0.93,0.49,0.64,0.69,0.62,51,2.34,-1,0.25,0.83,l2,0.046415888336127774,110,liblinear,0.005,no_of_trades,240,3,True
0.97,0.47,0.63,0.66,0.58,52,8.7,-1,0.26,0.39,l2,0.021544346900318832,120,sag,0.005,volume,240,3,True
0.96,0.51,0.67,0.67,0.61,53,1.0,-1,0.31,0.5,l2,4.641588833612777,90,lbfgs,0.01,imbalance,240,3,True
0.95,0.64,0.77,0.76,0.74,54,1.29,-1,0.38,0.39,l2,0.09999999999999999,100,sag,0.05,atr,240,3,True
0.96,0.57,0.72,0.69,0.66,55,11.61,-1,0.39,0.44,l2,4.641588833612777,40,sag,0.01,high,240,3,True
0.93,0.55,0.69,0.7,0.65,56,1.89,-1,0.32,0.85,l2,0.01,120,liblinear,0.005,vwap,240,3,True
0.93,0.51,0.66,0.69,0.63,57,26.41,-1,0.28,0.76,l2,10.0,130,sag,0.01,maker_ratio,240,3,True
0.98,0.46,0.63,0.64,0.56,58,1.05,-1,0.27,0.33,l2,0.046415888336127774,80,lbfgs,0.005,high,240,3,True
0.94,0.63,0.75,0.73,0.72,59,0.93,-1,0.4,0.66,l2,0.01,40,lbfgs,0.01,PPO,240,3,True
0.96,0.52,0.68,0.68,0.63,60,1.38,-1,0.32,0.55,l2,4.641588833612777,30,liblinear,0.1,wilder_rsi,240,3,True
0.94,0.5,0.65,0.68,0.62,61,2.06,-1,0.27,0.73,l2,0.046415888336127774,40,liblinear,0.005,close,240,3,True
0.94,0.55,0.7,0.69,0.65,62,1.31,-1,0.34,0.7,l2,0.21544346900318834,130,liblinear,0.05,high,240,3,True
0.98,0.56,0.71,0.67,0.64,63,1.76,-1,0.4,0.31,l2,2.154434690031882,100,liblinear,0.1,low,240,3,True
0.93,0.57,0.71,0.71,0.67,64,1.84,-1,0.35,0.77,l2,0.21544346900318834,110,sag,0.05,high,240,3,True
0.97,0.54,0.69,0.67,0.63,65,1.38,-1,0.36,0.39,l2,2.154434690031882,140,liblinear,0.1,vwap,240,3,True
0.94,0.52,0.67,0.69,0.63,66,1.28,-1,0.29,0.63,l2,0.01,70,sag,0.1,close,240,3,True
0.97,0.56,0.71,0.68,0.65,67,2.48,-1,0.38,0.44,l2,0.01,110,sag,0.01,vwap,240,3,True
0.97,0.53,0.69,0.66,0.62,68,0.78,-1,0.35,0.41,l2,1.0,90,lbfgs,0.01,high,240,3,True
0.94,0.51,0.66,0.68,0.63,69,1.05,-1,0.28,0.75,l2,4.641588833612777,60,lbfgs,0.01,volume,240,3,True
0.96,0.5,0.66,0.67,0.61,70,1.53,-1,0.3,0.49,l2,2.154434690031882,90,liblinear,0.1,maker_ratio,240,3,True
0.96,0.48,0.64,0.67,0.6,71,1.77,-1,0.26,0.48,l2,0.046415888336127774,130,sag,0.1,no_of_trades,240,3,True
0.93,0.52,0.67,0.69,0.64,72,0.89,-1,0.29,0.88,l2,0.046415888336127774,40,lbfgs,0.005,volume,240,3,True
0.96,0.53,0.69,0.67,0.63,73,1.28,-1,0.34,0.5,l2,0.046415888336127774,40,sag,0.1,low,240,3,True
0.93,0.61,0.74,0.73,0.71,74,0.93,-1,0.39,0.84,l2,2.154434690031882,60,lbfgs,0.01,high,240,3,True
0.91,0.64,0.75,0.78,0.76,75,1.01,-1,0.31,0.56,l2,10.0,130,lbfgs,0.005,atr,240,3,True
0.99,0.44,0.6,0.57,0.48,76,0.67,-1,0.3,0.78,l2,2.154434690031882,50,lbfgs,0.1,vwap,240,3,True
0.96,0.52,0.68,0.67,0.62,77,1.29,-1,0.33,0.48,l2,0.4641588833612777,130,liblinear,0.1,maker_ratio,240,3,True
0.88,0.65,0.75,0.8,0.78,78,1.29,-1,0.27,0.64,l2,0.01,110,liblinear,0.1,atr,240,3,True
0.89,0.65,0.75,0.78,0.76,79,1.1,-1,0.3,0.79,l2,0.01,50,lbfgs,0.01,atr,240,3,True
0.95,0.58,0.72,0.7,0.67,80,1.57,-1,0.38,0.63,l2,0.21544346900318834,130,liblinear,0.005,high,240,3,True
0.95,0.48,0.64,0.67,0.6,81,32.44,-1,0.26,0.56,l2,0.09999999999999999,120,sag,0.005,high,240,3,True
0.93,0.6,0.72,0.72,0.69,82,1.93,-1,0.37,0.95,l2,4.641588833612777,70,liblinear,0.01,no_of_trades,240,3,True
0.94,0.51,0.66,0.68,0.63,83,1.6,-1,0.28,0.74,l2,0.09999999999999999,40,liblinear,0.005,close,240,3,True
0.95,0.49,0.65,0.68,0.61,84,9.12,-1,0.27,0.61,l2,4.641588833612777,30,sag,0.01,maker_ratio,240,3,True
0.95,0.53,0.68,0.69,0.64,85,1.64,-1,0.32,0.68,l2,0.09999999999999999,90,liblinear,0.05,low,240,3,True
0.98,0.55,0.7,0.66,0.63,86,6.51,-1,0.38,0.32,l2,0.046415888336127774,110,sag,0.01,imbalance,240,3,True
0.87,0.64,0.74,0.76,0.74,87,0.83,-1,0.33,0.42,l2,10.0,60,lbfgs,0.05,close,240,3,True
0.51,0.85,0.64,0.72,0.74,88,0.72,-1,0.4,0.5,l2,0.046415888336127774,50,lbfgs,0.1,imbalance,240,3,True
0.95,0.55,0.7,0.68,0.64,89,1.82,-1,0.35,0.54,l2,4.641588833612777,90,liblinear,0.005,maker_ratio,240,3,True
0.24,0.83,0.37,0.61,0.7,90,0.73,-1,0.26,0.91,l2,0.09999999999999999,110,lbfgs,0.1,maker_ratio,240,3,True
0.86,0.67,0.75,0.8,0.79,91,1.58,-1,0.27,0.76,l2,0.4641588833612777,120,sag,0.05,atr,240,3,True
0.67,0.79,0.72,0.77,0.79,92,0.65,-1,0.33,0.89,l2,10.0,80,lbfgs,0.05,atr,240,3,True
0.93,0.62,0.74,0.78,0.75,93,15.05,-1,0.3,0.45,l2,0.046415888336127774,50,sag,0.005,atr,240,3,True
0.88,0.67,0.76,0.8,0.78,94,1.97,-1,0.3,0.67,l2,0.046415888336127774,70,liblinear,0.005,atr,240,3,True
0.92,0.55,0.69,0.7,0.66,95,1.87,-1,0.32,0.96,l2,0.01,100,liblinear,0.01,maker_ratio,240,3,True
0.99,0.5,0.67,0.58,0.54,96,0.81,-1,0.4,0.32,l2,0.4641588833612777,50,lbfgs,0.05,vwap,240,3,True
0.96,0.47,0.63,0.66,0.58,97,2.03,-1,0.26,0.41,l2,0.09999999999999999,60,liblinear,0.05,maker_ratio,240,3,True
0.93,0.54,0.68,0.7,0.65,98,1.31,-1,0.31,0.91,l2,4.641588833612777,60,liblinear,0.05,close,240,3,True
0.93,0.6,0.73,0.72,0.69,99,1.08,-1,0.38,0.87,l2,0.09999999999999999,40,lbfgs,0.005,close,240,3,True
0.15,0.85,0.25,0.57,0.67,100,0.87,-1,0.26,0.98,l2,0.01,110,lbfgs,0.1,imbalance,240,3,True
0.97,0.55,0.7,0.67,0.63,101,1.9,-1,0.38,0.36,l2,4.641588833612777,100,sag,0.05,vwap,240,3,True
0.93,0.62,0.75,0.73,0.71,102,18.65,-1,0.4,0.87,l2,0.09999999999999999,110,sag,0.01,no_of_trades,240,3,True
0.94,0.61,0.74,0.72,0.69,103,1.39,-1,0.4,0.71,l2,1.0,120,lbfgs,0.01,volume,240,3,True
0.41,0.78,0.54,0.67,0.74,104,0.57,-1,0.26,0.97,l2,0.046415888336127774,90,lbfgs,0.05,low,240,3,True
0.95,0.53,0.68,0.68,0.63,105,9.62,-1,0.31,0.66,l2,0.021544346900318832,80,sag,0.005,volume,240,3,True
0.8,0.73,0.77,0.79,0.78,106,0.83,-1,0.37,0.64,l2,10.0,120,lbfgs,0.05,PPO,240,3,True
0.96,0.57,0.71,0.69,0.66,107,1.34,-1,0.37,0.49,l2,0.4641588833612777,90,sag,0.1,maker_ratio,240,3,True
1.0,0.41,0.58,0.56,0.45,108,0.52,-1,0.27,0.69,l2,10.0,90,lbfgs,0.1,high,240,3,True
0.94,0.5,0.65,0.68,0.62,109,1.87,-1,0.27,0.71,l2,0.046415888336127774,130,liblinear,0.005,wilder_rsi,240,3,True
0.93,0.54,0.68,0.69,0.65,110,1.31,-1,0.31,0.85,l2,4.641588833612777,140,liblinear,0.05,low,240,3,True
1.0,0.42,0.59,0.55,0.45,111,0.65,-1,0.3,0.47,l2,0.09999999999999999,50,lbfgs,0.1,close,240,3,True
0.98,0.52,0.67,0.65,0.6,112,1.88,-1,0.34,0.31,l2,1.0,110,sag,0.05,imbalance,240,3,True
0.96,0.47,0.63,0.67,0.59,113,0.91,-1,0.25,0.52,l2,0.09999999999999999,60,lbfgs,0.005,volume,240,3,True
0.95,0.55,0.7,0.68,0.65,114,1.59,-1,0.35,0.59,l2,10.0,40,sag,0.1,PPO,240,3,True
0.96,0.56,0.71,0.68,0.65,115,1.95,-1,0.38,0.45,l2,0.21544346900318834,30,liblinear,0.01,wilder_rsi,240,3,True
1.0,0.42,0.59,0.54,0.45,116,0.65,-1,0.3,0.42,l2,4.641588833612777,120,lbfgs,0.1,high,240,3,True
0.93,0.65,0.77,0.77,0.75,117,31.89,-1,0.36,0.45,l2,10.0,110,sag,0.005,atr,240,3,True
0.92,0.5,0.64,0.69,0.63,118,1.12,-1,0.25,0.96,l2,0.09999999999999999,120,lbfgs,0.005,imbalance,240,3,True
0.95,0.53,0.68,0.68,0.63,119,20.21,-1,0.33,0.56,l2,0.09999999999999999,110,sag,0.01,maker_ratio,240,3,True
0.97,0.54,0.69,0.66,0.62,120,1.13,-1,0.37,0.37,l2,0.21544346900318834,40,lbfgs,0.01,close,240,3,True
0.95,0.61,0.74,0.72,0.69,121,1.32,-1,0.4,0.66,l2,0.09999999999999999,90,liblinear,0.05,low,240,3,True
0.94,0.54,0.68,0.69,0.65,122,1.6,-1,0.31,0.81,l2,0.01,130,liblinear,0.005,vwap,240,3,True
0.97,0.48,0.64,0.65,0.58,123,1.7,-1,0.28,0.37,l2,0.4641588833612777,40,liblinear,0.005,high,240,3,True
0.97,0.54,0.69,0.66,0.62,124,1.57,-1,0.36,0.37,l2,10.0,110,liblinear,0.005,volume,240,3,True
0.69,0.69,0.69,0.75,0.77,125,0.55,-1,0.26,0.59,l2,0.01,120,lbfgs,0.05,close,240,3,True
0.93,0.51,0.66,0.69,0.63,126,1.18,-1,0.28,0.87,l2,0.09999999999999999,30,lbfgs,0.005,maker_ratio,240,3,True
0.94,0.56,0.7,0.7,0.66,127,1.24,-1,0.35,0.75,l2,0.021544346900318832,30,lbfgs,0.01,wilder_rsi,240,3,True
0.97,0.55,0.71,0.67,0.64,128,1.3,-1,0.39,0.34,l2,2.154434690031882,80,liblinear,0.1,maker_ratio,240,3,True
0.93,0.52,0.66,0.69,0.64,129,1.84,-1,0.28,0.9,l2,0.09999999999999999,50,liblinear,0.05,wilder_rsi,240,3,True
0.96,0.56,0.7,0.69,0.65,130,1.35,-1,0.36,0.57,l2,0.4641588833612777,40,liblinear,0.1,high,240,3,True
0.96,0.58,0.72,0.7,0.67,131,1.54,-1,0.39,0.54,l2,4.641588833612777,80,liblinear,0.01,vwap,240,3,True
0.96,0.49,0.65,0.66,0.6,132,0.91,-1,0.29,0.45,l2,0.01,40,lbfgs,0.01,imbalance,240,3,True
0.9,0.67,0.77,0.79,0.78,133,1.55,-1,0.33,0.61,l2,0.01,140,sag,0.1,atr,240,3,True
0.96,0.54,0.69,0.68,0.64,134,1.35,-1,0.34,0.44,l2,0.046415888336127774,100,sag,0.1,wilder_rsi,240,3,True
0.95,0.59,0.73,0.7,0.67,135,1.08,-1,0.4,0.68,l2,4.641588833612777,140,sag,0.1,wilder_rsi,240,3,True
0.96,0.51,0.67,0.67,0.61,136,0.98,-1,0.31,0.49,l2,0.21544346900318834,30,lbfgs,0.005,wilder_rsi,240,3,True
0.94,0.55,0.7,0.69,0.66,137,0.95,-1,0.34,0.8,l2,0.4641588833612777,30,lbfgs,0.01,imbalance,240,3,True
0.93,0.53,0.68,0.69,0.64,138,1.81,-1,0.3,0.83,l2,0.4641588833612777,40,liblinear,0.01,wilder_rsi,240,3,True
0.94,0.48,0.64,0.68,0.61,139,1.61,-1,0.25,0.65,l2,2.154434690031882,90,liblinear,0.05,volume,240,3,True
0.9,0.64,0.75,0.79,0.77,140,1.29,-1,0.28,0.56,l2,4.641588833612777,120,liblinear,0.1,atr,240,3,True
0.98,0.49,0.65,0.64,0.58,141,0.8,-1,0.31,0.3,l2,0.21544346900318834,100,lbfgs,0.005,PPO,240,3,True
0.94,0.56,0.7,0.7,0.67,142,0.81,-1,0.34,0.81,l2,0.21544346900318834,50,lbfgs,0.01,PPO,240,3,True
0.95,0.51,0.66,0.68,0.62,143,1.27,-1,0.29,0.68,l2,2.154434690031882,130,lbfgs,0.01,imbalance,240,3,True
1.0,0.45,0.62,0.56,0.49,144,0.51,-1,0.34,0.66,l2,0.046415888336127774,50,lbfgs,0.1,maker_ratio,240,3,True
0.96,0.48,0.64,0.66,0.59,145,2.73,-1,0.28,0.42,l2,0.01,80,sag,0.01,vwap,240,3,True
0.96,0.56,0.7,0.67,0.64,146,0.59,-1,0.39,0.83,l2,10.0,110,lbfgs,0.05,high,240,3,True
0.93,0.59,0.72,0.71,0.69,147,1.57,-1,0.37,0.9,l2,0.021544346900318832,40,liblinear,0.005,low,240,3,True
0.93,0.51,0.66,0.69,0.64,148,1.03,-1,0.27,0.67,l2,4.641588833612777,50,sag,0.1,vwap,240,3,True
0.91,0.63,0.75,0.73,0.72,149,7.97,-1,0.4,0.97,l2,0.021544346900318832,70,sag,0.01,PPO,240,3,True
0.98,0.51,0.67,0.62,0.58,150,0.67,-1,0.38,0.96,l2,10.0,50,lbfgs,0.1,wilder_rsi,240,3,True
0.96,0.5,0.66,0.67,0.61,151,1.36,-1,0.29,0.52,l2,10.0,90,liblinear,0.05,maker_ratio,240,3,True
1.0,0.43,0.6,0.54,0.46,152,0.71,-1,0.31,0.6,l2,1.0,130,lbfgs,0.1,maker_ratio,240,3,True
0.97,0.5,0.66,0.66,0.6,153,17.84,-1,0.31,0.41,l2,1.0,60,sag,0.005,maker_ratio,240,3,True
0.99,0.42,0.59,0.56,0.46,154,0.65,-1,0.28,0.49,l2,0.4641588833612777,30,lbfgs,0.1,atr,240,3,True
0.96,0.56,0.7,0.68,0.64,155,2.08,-1,0.37,0.49,l2,0.046415888336127774,110,sag,0.05,PPO,240,3,True
0.93,0.61,0.74,0.72,0.7,156,1.61,-1,0.39,0.89,l2,1.0,60,liblinear,0.01,no_of_trades,240,3,True
0.95,0.57,0.71,0.69,0.66,157,1.32,-1,0.38,0.79,l2,0.046415888336127774,40,sag,0.1,PPO,240,3,True
0.94,0.5,0.65,0.68,0.62,158,0.95,-1,0.27,0.7,l2,1.0,90,lbfgs,0.005,volume,240,3,True
0.96,0.52,0.68,0.68,0.63,159,11.09,-1,0.32,0.55,l2,10.0,40,sag,0.005,high,240,3,True
0.96,0.46,0.63,0.66,0.58,160,1.76,-1,0.25,0.41,l2,2.154434690031882,30,sag,0.1,high,240,3,True
0.93,0.58,0.72,0.71,0.68,161,1.65,-1,0.36,0.87,l2,0.21544346900318834,30,liblinear,0.05,low,240,3,True
0.93,0.5,0.65,0.69,0.62,162,1.79,-1,0.26,0.76,l2,2.154434690031882,130,liblinear,0.05,maker_ratio,240,3,True
0.78,0.68,0.73,0.76,0.76,163,0.64,-1,0.33,0.84,l2,0.09999999999999999,60,lbfgs,0.05,maker_ratio,240,3,True
0.97,0.57,0.72,0.68,0.65,164,1.85,-1,0.4,0.37,l2,0.046415888336127774,40,sag,0.1,wilder_rsi,240,3,True
0.98,0.49,0.65,0.65,0.58,165,0.78,-1,0.3,0.35,l2,0.21544346900318834,80,lbfgs,0.005,high,240,3,True
0.94,0.51,0.66,0.68,0.62,166,1.85,-1,0.28,0.71,l2,10.0,140,liblinear,0.01,imbalance,240,3,True
0.96,0.51,0.66,0.67,0.61,167,0.89,-1,0.3,0.56,l2,0.01,40,lbfgs,0.005,volume,240,3,True
0.93,0.56,0.7,0.7,0.67,168,14.71,-1,0.34,0.84,l2,10.0,50,sag,0.005,low,240,3,True
0.97,0.55,0.7,0.67,0.63,169,1.0,-1,0.37,0.47,l2,0.046415888336127774,50,lbfgs,0.005,close,240,3,True
0.92,0.54,0.68,0.7,0.65,170,1.83,-1,0.3,0.92,l2,10.0,30,sag,0.1,wilder_rsi,240,3,True
0.97,0.49,0.65,0.65,0.59,171,20.09,-1,0.3,0.36,l2,1.0,70,sag,0.005,PPO,240,3,True
0.93,0.53,0.68,0.69,0.64,172,1.9,-1,0.3,0.83,l2,4.641588833612777,130,liblinear,0.01,high,240,3,True
0.96,0.58,0.72,0.69,0.67,173,16.12,-1,0.39,0.5,l2,0.09999999999999999,70,sag,0.01,vwap,240,3,True
0.93,0.61,0.74,0.72,0.7,174,1.79,-1,0.39,0.87,l2,0.09999999999999999,110,liblinear,0.01,wilder_rsi,240,3,True
0.92,0.51,0.65,0.69,0.64,175,36.61,-1,0.26,0.95,l2,0.21544346900318834,130,sag,0.005,PPO,240,3,True
0.96,0.52,0.68,0.67,0.62,176,1.01,-1,0.33,0.44,l2,0.046415888336127774,140,lbfgs,0.01,volume,240,3,True
0.93,0.58,0.72,0.71,0.68,177,0.96,-1,0.36,0.92,l2,0.21544346900318834,30,lbfgs,0.005,wilder_rsi,240,3,True
0.93,0.6,0.73,0.72,0.7,178,1.4,-1,0.38,0.89,l2,0.09999999999999999,60,liblinear,0.05,high,240,3,True
0.92,0.51,0.65,0.69,0.64,179,1.69,-1,0.26,0.98,l2,0.09999999999999999,100,liblinear,0.05,wilder_rsi,240,3,True
0.95,0.55,0.69,0.69,0.64,180,1.58,-1,0.34,0.61,l2,10.0,70,liblinear,0.05,wilder_rsi,240,3,True
0.97,0.45,0.62,0.65,0.56,181,0.98,-1,0.25,0.4,l2,0.01,80,lbfgs,0.01,vwap,240,3,True
0.93,0.64,0.76,0.78,0.75,182,1.81,-1,0.33,0.47,l2,0.21544346900318834,120,liblinear,0.05,atr,240,3,True
0.95,0.48,0.64,0.67,0.6,183,11.88,-1,0.26,0.52,l2,1.0,40,sag,0.005,PPO,240,3,True
0.96,0.48,0.64,0.67,0.59,184,1.93,-1,0.26,0.49,l2,4.641588833612777,100,sag,0.05,wilder_rsi,240,3,True
0.95,0.54,0.69,0.68,0.64,185,1.61,-1,0.33,0.6,l2,4.641588833612777,60,liblinear,0.05,imbalance,240,3,True
0.8,0.71,0.76,0.77,0.77,186,0.83,-1,0.38,0.92,l2,0.021544346900318832,80,lbfgs,0.05,wilder_rsi,240,3,True
0.94,0.54,0.68,0.69,0.64,187,14.45,-1,0.32,0.72,l2,0.046415888336127774,110,sag,0.01,maker_ratio,240,3,True
0.97,0.5,0.66,0.65,0.6,188,1.71,-1,0.32,0.35,l2,4.641588833612777,100,liblinear,0.005,imbalance,240,3,True
0.97,0.53,0.68,0.65,0.61,189,0.67,-1,0.37,0.76,l2,10.0,140,lbfgs,0.1,atr,240,3,True
0.97,0.56,0.71,0.67,0.65,190,1.92,-1,0.39,0.39,l2,1.0,100,sag,0.05,high,240,3,True
0.93,0.49,0.64,0.69,0.62,191,1.08,-1,0.25,0.81,l2,0.021544346900318832,60,lbfgs,0.005,maker_ratio,240,3,True
0.93,0.52,0.67,0.69,0.64,192,1.07,-1,0.3,0.9,l2,0.4641588833612777,120,sag,0.1,volume,240,3,True
0.93,0.49,0.64,0.69,0.62,193,1.19,-1,0.25,0.81,l2,0.021544346900318832,40,lbfgs,0.005,volume,240,3,True
0.84,0.7,0.77,0.8,0.8,194,1.33,-1,0.3,0.89,l2,0.01,60,liblinear,0.1,atr,240,3,True
0.93,0.55,0.69,0.69,0.65,195,1.33,-1,0.33,0.92,l2,0.01,120,sag,0.1,imbalance,240,3,True
0.94,0.65,0.77,0.77,0.75,196,1.2,-1,0.37,0.44,l2,2.154434690031882,140,lbfgs,0.005,atr,240,3,True
0.94,0.59,0.73,0.71,0.69,197,1.61,-1,0.38,0.74,l2,0.01,50,liblinear,0.005,volume,240,3,True
0.96,0.52,0.67,0.67,0.62,198,1.26,-1,0.31,0.5,l2,4.641588833612777,30,sag,0.1,maker_ratio,240,3,True
0.94,0.59,0.73,0.71,0.68,199,3.29,-1,0.38,0.75,l2,0.01,90,sag,0.005,close,240,3,True
0.91,0.65,0.76,0.8,0.78,0,2.79,-1,0.38,0.31,l2,4.641588833612777,80,liblinear,0.01,maker_ratio,240,2,True
0.91,0.64,0.75,0.81,0.78,1,1.12,-1,0.36,0.3,l2,0.4641588833612777,80,lbfgs,0.01,no_of_trades,240,2,True
0.79,0.76,0.77,0.82,0.82,2,1.33,-1,0.37,0.77,l2,4.641588833612777,50,lbfgs,0.01,low,240,2,True
0.76,0.77,0.77,0.81,0.82,3,2.04,-1,0.37,0.86,l2,0.046415888336127774,40,liblinear,0.1,vwap,240,2,True
0.84,0.74,0.79,0.82,0.81,4,1.93,-1,0.4,0.6,l2,0.09999999999999999,70,liblinear,0.1,high,240,2,True
0.74,0.76,0.75,0.81,0.83,5,1.94,-1,0.34,0.86,l2,0.09999999999999999,90,liblinear,0.1,high,240,2,True
0.84,0.66,0.74,0.82,0.81,6,2.43,-1,0.3,0.41,l2,0.046415888336127774,50,liblinear,0.05,volume,240,2,True
