datetime,open,high,low,close,mean,std,median,iqr,volume,maker_ratio,no_of_trades,open_liquidity,high_liquidity,low_liquidity,close_liquidity,liquidity_sum,maker_volume,maker_liquidity
2020-01-11T08:00:00.000+0000,8074.17,8129.97,8010.0,8045.95,8070.2813,26.249447,8069.89,36.81999999999971,7736.817925,0.5130917190849106,71381,500.00105142,219354.69932652,0.008013359999999999,174.07412825,62431906.3,3858.9695729999994,31136240.7
2020-01-11T12:00:00.000+0000,8045.89,8135.0,8018.41,8099.73,8072.67523,21.098434,8074.68,28.56999999999971,7221.148975,0.507347159047105,64855,47.036272939999996,491767.5,0.00802093,4795.850132999999,58293208.7,3409.6382839999997,27518708.5
2020-01-11T16:00:00.000+0000,8099.16,8221.55,8070.0,8151.78,8156.89011,26.008712,8158.55,27.420000000000073,10064.724948,0.49440671428070465,85549,495.9925584,437433.573312,0.008073249999999999,19.99631634,82098331.3,4855.439831000001,39609547.8
2020-01-11T20:00:00.000+0000,8151.77,8286.34,8003.16,8020.01,8115.83928,70.070229,8093.22,107.39999999999964,12304.794768,0.5187633599873328,101048,365.46830441000003,788819.1696299999,0.008003999999999999,2118.53376156,99760668.5,6245.199298,50596043.5
2020-01-12T00:00:00.000+0000,8020.01,8110.92,7960.0,8091.33,8051.12237,39.597144,8065.02,62.19000000000051,7289.354497,0.47294087436605253,62308,2118.4856415,365731.07998,0.00797335,819.18243186,58612864.7,3372.806079,27111552.2
2020-01-12T04:00:00.000+0000,8090.7,8153.84,8070.98,8097.51,8104.52951,18.661359,8099.97,27.48999999999978,5085.381471,0.45265352688933475,50838,16.7720211,730793.8842,0.00807243,2629.89310278,41230962.7,2335.4911530000004,18932728.5
2020-01-12T08:00:00.000+0000,8097.51,8164.08,8080.01,8114.08,8122.81664,15.264597,8123.05,17.889999999999418,5601.978901,0.49135573011642586,57032,12.040997370000001,295707.25802321,0.008087,178.33936432,45506766.1,2767.939045,22486379.2
2020-01-12T12:00:00.000+0000,8114.08,8185.0,8113.11,8152.7,8147.52668,14.986494,8146.5,22.38000000000011,6596.312454,0.47769409962663945,62674,516.33136672,395576.06859,0.0081178,59.8489707,53742732.6,3165.3106949999997,25787444.9
2020-01-12T16:00:00.000+0000,8152.63,8197.0,8072.0,8132.01,8126.18414,25.682861,8123.53,38.63000000000011,9412.796727,0.5231684572749481,76138,3506.7722682000003,806477.52055,0.00807777,1339.68359142,76495385.6,4865.556866,39541408.3
2020-01-12T20:00:00.000+0000,8131.4,8185.0,8091.22,8184.98,8143.74332,18.938417,8142.83,25.0,4145.670286,0.47509118832789404,41672,34.525924399999994,275740.0,0.00809568,491.8845580799999,33763208.9,1905.8494019999998,15519743.3
2020-01-13T00:00:00.000+0000,8184.97,8196.0,8086.39,8105.77,8138.79898,25.283235,8145.66,39.92999999999938,5013.854925,0.5108566268521939,48726,491.31919419,141061.8,0.00809418,12.037068450000001,40802171.4,2466.409275,20069687.0
2020-01-13T04:00:00.000+0000,8105.73,8126.31,8057.59,8075.26,8090.11247,15.385576,8087.58,22.6899999999996,5383.796046,0.6078091015559646,47816,296.73456384,275400.0,0.00806268,402.8747214,43549596.4,3346.7687940000005,27068810.5
2020-01-13T08:00:00.000+0000,8075.26,8134.6,8065.0,8075.01,8107.37397,13.679304,8109.43,13.539999999999964,6585.461433,0.5211311203772829,54919,507.30398372,1037128.8259400001,0.00807402,100.16242404,53386233.6,3224.3297560000005,26137201.6
2020-01-13T12:00:00.000+0000,8076.86,8114.48,8055.89,8084.89,8085.95819,9.571244,8085.19,11.69000000000051,5021.384801,0.5258883031160259,46662,550.9953123399999,201106.91665528002,0.008058689999999999,1184.92956329,40598990.0,2710.7424729999993,21915504.5
2020-01-13T16:00:00.000+0000,8085.07,8129.45,8071.12,8111.83,8103.88931,11.020761,8104.15,15.69000000000051,4153.284936,0.5080253310305124,43425,696.9087787899999,178376.42497000002,0.00807625,917.2857364,33658445.3,2089.053018,16929375.9
2020-01-13T20:00:00.000+0000,8111.83,8160.0,8101.0,8110.34,8128.90201,13.675713,8126.17,21.24000000000069,5001.973542,0.42371207664509625,47596,88.38649968,343378.1873,0.00810418,487.37466162000004,40661528.6,2107.225866,17129034.0
2020-01-14T00:00:00.000+0000,8110.34,8488.11,8105.54,8461.84,8353.90651,86.905564,8386.71,118.36999999999898,24831.754997,0.44400563480785676,162561,487.78828896000005,659147.71879341,0.00811055,508.09964464,207524607.8,11318.411639,94606048.7
2020-01-14T04:00:00.000+0000,8461.83,8573.0,8453.35,8509.99,8517.43241,21.992452,8519.89,29.409999999999854,15416.454563,0.46027003484320556,114800,799.63447317,851000.0,0.00846709,19.9984765,131294391.5,7283.252294000001,62029659.7
2020-01-14T08:00:00.000+0000,8509.85,8561.0,8470.0,8526.87,8514.87346,16.441231,8517.64,19.850000000000364,10140.489854,0.5337643128554306,78426,152.86243555000001,808887.6112,0.00847669,187.07952780000002,86332964.9,5840.933035000001,49724401.4
2020-01-14T12:00:00.000+0000,8526.87,8760.0,8480.0,8675.48,8624.91047,78.107303,8649.01,149.1800000000003,27970.1386,0.45116327813875495,200382,511.8935867100001,488927.475,0.00848134,246.54846611999997,241190462.0,12869.844242000001,110895638.9
2020-01-14T16:00:00.000+0000,8673.18,8850.0,8520.0,8767.56,8699.16623,80.910244,8715.37,133.79000000000087,31177.50731,0.4409241865487663,245405,780.5862,744394.1586900001,0.008528389999999999,1954.6047561599999,271124469.7,15208.070264,132154429.1
2020-01-14T20:00:00.000+0000,8765.51,8880.0,8666.22,8810.01,8764.26441,53.635183,8750.69,84.86000000000058,10862.781418,0.46437927457496,113754,99.97064155000001,287146.4508,0.008675249999999999,1975.60069245,95268285.0,5386.518591999999,47243365.0
2020-01-15T00:00:00.000+0000,8814.64,8900.0,8701.0,8727.61,8794.2718,42.815672,8788.44,62.05000000000109,17630.43469,0.505983258665409,169640,34.96767688,657000.0,0.008720239999999999,87.27610000000001,155082983.9,8839.316523999998,77714315.9
2020-01-15T04:00:00.000+0000,8727.0,8741.75,8564.0,8627.13,8642.77955,27.758351,8642.48,30.469999999999345,12394.599597,0.5145238171406635,125036,719.706963,499594.05095899996,0.00856997,52.832544119999994,107088221.6,6769.113294000001,58481284.8
2020-01-15T08:00:00.000+0000,8626.8,8810.0,8605.03,8730.0,8724.48534,56.485362,8741.53,109.70000000000073,11514.936626,0.4907972177635099,112140,1208.3645027999999,862407.8036999999,0.008613969999999999,733.32,100571488.0,5377.258909,46946317.8
2020-01-15T12:00:00.000+0000,8730.0,8916.48,8720.38,8762.74,8816.11179,41.051254,8812.0,65.44999999999891,18787.519248,0.5001926077787426,153161,2138.85,875000.0,0.00872977,11.62815598,165717636.3,9333.385853999998,82302540.7
2020-01-15T16:00:00.000+0000,8762.73,8820.0,8676.08,8761.57,8763.78847,26.325719,8764.02,37.80999999999949,11713.456385,0.48872739048852737,104989,65.720475,497965.41531600006,0.00868019,34.89733331,102616231.5,5743.392303999999,50304858.9
2020-01-15T20:00:00.000+0000,8761.57,8876.4,8738.37,8821.41,8819.92802,29.690018,8826.2,34.97999999999956,12775.35106,0.4909367998223694,99082,11.72298066,1367395.6775703998,0.00874601,767.8684548599999,112635676.1,6260.279694999999,55192174.2
2020-01-16T00:00:00.000+0000,8820.01,8859.81,8586.0,8640.01,8687.78835,61.846529,8667.89,91.13000000000102,12783.458675,0.5398698884758364,129120,486.43237151,459186.15825,0.00860311,35.242600790000004,111079205.5,6973.267790999999,60584278.8
2020-01-16T04:00:00.000+0000,8640.01,8730.0,8615.0,8680.0,8682.64241,23.795758,8681.69,37.27000000000044,7142.495575,0.5484369566057421,77637,66.12199653,473178.55518300005,0.008624999999999999,28.19264,62035594.3,3948.2504519999998,34299982.7
2020-01-16T08:00:00.000+0000,8679.99,8725.0,8600.4,8724.91,8660.51983,30.666034,8655.11,55.279999999998836,9781.353479,0.46419416236673894,90893,111.05179206,1996400.0,0.00860228,71.52681218000001,84740549.0,4447.913038000001,38513988.3
2020-01-16T12:00:00.000+0000,8724.82,8789.0,8640.35,8710.02,8707.74708,34.239776,8696.54,58.4900000000016,8891.035744,0.511601980479381,91493,50.96167362,294406.0,0.0086461,522.6447501,77435982.9,4358.079798,37952511.7
2020-01-16T16:00:00.000+0000,8710.01,8720.82,8626.0,8705.0,8681.31277,19.560759,8685.39,29.0,7069.068758,0.5273615286805861,84151,525.15263293,357906.04800000007,0.0086315,139.28,61365703.2,3559.597672,30897892.3
2020-01-16T20:00:00.000+0000,8705.01,8757.0,8672.0,8720.01,8715.58858,18.482603,8714.97,28.829999999999927,6323.662053,0.4414791457646553,69770,11.438383140000001,1266004.9551247698,0.008681059999999999,525.04924212,55095345.4,2707.664183,23588838.2
2020-01-17T00:00:00.000+0000,8720.15,8840.4,8672.44,8786.43,8747.02954,46.048369,8739.73,87.3700000000008,8331.743248,0.5357598821507489,81460,1107.7904157,528026.5944000001,0.00867502,11.76502977,72914909.2,4434.883058,38788257.8
2020-01-17T04:00:00.000+0000,8786.43,8997.0,8760.0,8933.95,8894.02373,59.598433,8903.08,93.68000000000029,17583.957614,0.4092793557925199,158955,98.42558886,1150413.088,0.008771,536.7785178500001,156333278.5,7505.480851,66764233.6
2020-01-17T08:00:00.000+0000,8935.54,9041.65,8880.5,8903.45,8945.1161,27.474865,8940.3,34.659999999999854,15958.174142,0.5152711800192347,137252,129.8333962,698720.6617775001,0.00889233,922.5665855500001,142748070.8,8194.925314999999,73288464.5
2020-01-17T12:00:00.000+0000,8903.53,8919.41,8765.0,8850.83,8832.2699,26.072033,8834.86,33.43999999999869,11602.984403,0.49101714061195423,101805,10.523972460000001,499571.84965352,0.00878122,1602.0002299999999,102456417.0,6143.950140999999,54257541.8
2020-01-17T16:00:00.000+0000,8851.39,8955.55,8813.0,8879.71,8895.37777,28.05996,8895.22,33.27000000000044,10924.966,0.5063761773705533,116998,821.9135212299999,539462.3011650001,0.0088135,171.8223885,97180091.8,5511.73881,49019494.7
2020-01-17T20:00:00.000+0000,8879.63,8961.6,8861.66,8913.28,8915.79528,22.356485,8916.17,37.07999999999993,6495.91197,0.4629377103324034,79933,41.84081655999999,493558.6,0.008868860000000001,685.8412428800001,57935973.3,2966.950357,26453587.4
2020-01-18T00:00:00.000+0000,8913.27,8988.88,8855.55,8925.99,8937.82318,24.85149,8935.84,38.92000000000007,6811.015303,0.4823116490166415,82625,164.99354097,362367.6269642,0.00887802,71.40792,60874998.2,3276.815552,29285506.3
2020-01-18T04:00:00.000+0000,8926.07,8926.95,8806.38,8843.63,8854.82213,22.679416,8852.53,28.61999999999898,7327.352572,0.49020175449636894,79453,280.90342289999995,436110.18318,0.008817229999999999,16.88248967,64873021.5,3776.826651,33435034.7
2020-01-18T08:00:00.000+0000,8843.63,8919.0,8818.0,8879.79,8872.68864,19.161219,8875.58,23.890000000001237,5142.099838,0.5320275909052201,58715,28.246554219999997,239927.9444,0.00882265,49.53146862,45629870.6,2808.526972,24921543.2
2020-01-18T12:00:00.000+0000,8879.29,8964.0,8869.98,8903.26,8918.6244,23.064657,8922.29,41.1299999999992,8996.261409,0.47697455573109343,101909,244.55340518000003,284232.3847,0.00887401,890.326,80226875.8,3994.447229,35631844.5
2020-01-18T16:00:00.000+0000,8903.27,8935.17,8848.8,8907.93,8895.20773,15.409244,8895.84,18.479999999999563,5689.851343,0.522531185725352,74874,11.146894040000001,375983.95725,0.0088498,134.42957163,50611089.0,2964.4908899999996,26366575.2
2020-01-18T20:00:00.000+0000,8907.79,8960.0,8889.0,8915.96,8927.62798,15.848723,8928.3,26.790000000000873,4328.16608,0.47597597597597596,60606,1351.1157716200003,213786.31995,0.00889966,536.59813664,38636982.8,2052.343938,18316930.9
2020-01-19T00:00:00.000+0000,8915.09,9198.98,8888.02,9157.61,9091.7306,86.373806,9125.0,107.64999999999964,15190.422988,0.4530309329145303,129894,5265.77814431,394844.60703975003,0.008899530000000001,171.25646461,138165509.7,6910.800075000001,62848756.3
