datetime,open,high,low,close,mean,std,median,iqr,volume,maker_ratio,no_of_trades,open_liquidity,high_liquidity,low_liquidity,close_liquidity,liquidity_sum,maker_volume,maker_liquidity
2020-01-01T00:00:00.000+0000,7196.25,7245.0,7175.46,7225.01,7212.3052,21.538948,7217.83,41.11999999999989,2833.74768,0.4505003849114704,32475,163.3980525,220472.6112,0.00717602,41.14643195000001,20445885.0,1284.882061,9269290.6
2020-01-01T04:00:00.000+0000,7225.0,7236.27,7199.11,7209.83,7224.46363,6.960779,7226.04,7.469999999999345,2061.295051,0.45053516054816445,29991,12.044075000000001,50529.5,0.00720469,433.83710059,14890182.3,1011.5838150000001,7307331.9
2020-01-01T08:00:00.000+0000,7209.83,7237.73,7180.0,7197.2,7202.27811,12.631035,7199.99,13.75,3166.654361,0.4875399170322619,33507,432.75562609,152831.1001822,0.00718439,75.39067,22807318.6,1604.310047,11553622.7
2020-01-01T12:00:00.000+0000,7197.2,7255.0,7196.15,7234.19,7223.83121,9.31032,7223.19,8.760000000000218,3492.537459,0.4420914388902569,36549,535.1406088,231628.29192,0.007204909999999999,240.92746376,25235559.7,1406.2583399999999,10158850.3
2020-01-01T16:00:00.000+0000,7234.2,7249.99,7214.0,7229.48,7233.79769,7.173969,7234.29,10.25,2980.583291,0.4702679684886091,32877,11.4083334,102083.154,0.00721808,435.937644,21561774.2,1307.522697,9457616.1
2020-01-01T20:00:00.000+0000,7229.48,7242.98,7175.15,7200.85,7213.05864,19.712394,7217.59,38.07999999999993,2257.568823,0.5005941978329256,28610,433.97122543999996,344621.7987,0.007178779999999999,433.7071955,16273721.6,1230.87417,8869944.5
2020-01-02T00:00:00.000+0000,7200.77,7212.5,7120.37,7129.61,7167.86128,22.342815,7165.38,32.85999999999967,3739.354832,0.5150891798359187,41321,835.49814233,226161.2,0.007121939999999999,11.32182068,26789555.9,2000.1203890000002,14326452.9
2020-01-02T04:00:00.000+0000,7129.25,7161.0,7105.0,7110.57,7134.01726,13.294213,7137.33,22.57000000000062,4057.961355,0.5205260962383137,40753,938.18791225,351096.852,0.0071109499999999996,126.54681429,28945573.8,2243.419635,16000986.9
2020-01-02T08:00:00.000+0000,7110.98,7180.0,7109.11,7139.79,7152.38167,13.314615,7151.59,18.94000000000051,4162.20301,0.48701267408799576,41502,11.14290566,85337.420488,0.007125189999999999,23.36853267,29771688.3,2039.2694720000002,14586172.3
2020-01-02T12:00:00.000+0000,7139.73,7163.4,7107.43,7130.98,7137.71101,13.339488,7136.58,22.390000000000327,4179.041833,0.49965421028784013,41933,61.13036826,440866.04436,0.007108399999999999,427.90158587999997,29821656.4,2249.7187280000003,16050304.1
2020-01-02T16:00:00.000+0000,7130.37,7146.85,6924.74,6983.27,7004.08942,53.769421,6978.87,80.32999999999993,12699.028233,0.49272965336641167,101577,599.00099259,305424.235812,0.00694481,11.48747915,88967851.7,6713.1422219999995,47065263.4
2020-01-02T20:00:00.000+0000,6982.63,6985.0,6941.27,6965.71,6965.03273,8.177426,6965.98,12.079999999999927,3113.894669,0.459852168292066,35581,235.86625877000003,228267.86492256,0.0069485,93.83507941,21686015.2,1564.202146,10892332.6
2020-01-03T00:00:00.000+0000,6965.49,6966.8,6871.04,6952.04,6930.40739,25.03524,6937.08,43.789999999999964,7625.896788,0.5230870505626782,63802,326.47948179,447785.22935450997,0.00687889,3707.2239942799997,52836314.6,4015.2755020000004,27813490.3
2020-01-03T04:00:00.000+0000,6952.04,7264.71,6948.64,7203.21,7165.53486,80.323484,7200.03,48.97999999999956,17397.304706,0.4796919263456091,112960,1351.3097270399999,479827.57086000004,0.00698231,210.1896678,124698016.6,8016.163525,57432410.5
2020-01-03T08:00:00.000+0000,7202.28,7371.92,7202.28,7340.46,7302.85187,37.384146,7309.96,51.94999999999982,15196.885021,0.5298821985007082,115788,2880.9120000000003,287090.39369,0.0072039999999999995,22.02138,110976530.3,7367.286545,53786122.5
2020-01-03T12:00:00.000+0000,7340.46,7380.0,7229.3,7320.18,7300.10592,34.985388,7302.9,59.909999999999854,10578.985529,0.5269860225929491,82061,67.4221251,301906.436797,0.00725018,32.34055524,77205179.4,5101.8699240000005,37217426.7
2020-01-03T16:00:00.000+0000,7320.17,7405.0,7280.0,7343.08,7350.74407,24.401977,7353.0,30.460000000000036,11735.084477,0.49539549988401765,86220,732.017,444469.71475088,0.00729447,132.542594,86285226.4,5638.790333,41446081.1
2020-01-03T20:00:00.000+0000,7343.62,7361.0,7260.01,7344.96,7309.64423,23.513101,7315.04,36.539999999999964,5894.34393,0.4884367111126171,59023,36.967783080000004,152774.5785,0.00726477,29.37984,43097315.8,2693.618349,19689937.9
2020-01-04T00:00:00.000+0000,7345.0,7350.0,7280.85,7333.11,7315.02622,14.647737,7311.5,22.340000000000146,3693.784835,0.4871455670926518,40064,443.292785,122337.03245760001,0.00728392,889.92423027,27020741.0,1824.289838,13343441.8
2020-01-04T04:00:00.000+0000,7333.14,7369.28,7312.65,7348.11,7343.8625,12.209736,7346.19,19.539999999999964,4519.549891,0.47851515297984437,41378,47.64341058,165913.940115,0.00731453,72.8932512,33194991.0,2119.639294,15568274.2
2020-01-04T08:00:00.000+0000,7348.04,7369.63,7302.1,7336.45,7343.19395,14.313506,7346.0,20.720000000000255,5684.860065,0.4539536869064134,46855,2939.2160000000003,249835.40000000002,0.00731388,342.1867009,41742234.4,2551.519872,18733161.1
2020-01-04T12:00:00.000+0000,7336.75,7339.58,7291.0,7318.99,7315.20571,9.26095,7315.58,13.239999999999782,4424.833286,0.4440913696232845,43428,1645.750413,248457.04,0.007293699999999999,72.69952767000001,32360609.8,1866.8415420000001,13651896.9
2020-01-04T16:00:00.000+0000,7318.98,7404.0,7272.21,7334.83,7327.64702,27.663535,7321.69,37.61999999999989,8358.356108,0.4643364633842638,68263,715.34246724,249050.0,0.00728856,2541.5919433,61270034.6,3767.704694,27609698.8
2020-01-04T20:00:00.000+0000,7334.89,7367.31,7310.67,7354.11,7345.59827,9.976978,7345.85,12.590000000000146,3306.590792,0.4786704585851404,39382,60.98961035,200220.93000000002,0.00732146,254.29776968999997,24285630.1,1488.597489,10932656.5
2020-01-05T00:00:00.000+0000,7354.19,7482.87,7354.11,7475.99,7435.05515,33.975953,7447.27,49.66999999999916,11311.449846,0.46907303846805626,82614,299.9774101,344374.0,0.007365439999999999,448.71639579,84134360.5,5057.337817999999,37626732.8
2020-01-05T04:00:00.000+0000,7476.0,7495.0,7437.4,7463.63,7458.69721,10.523795,7455.93,10.829999999999927,4866.905928,0.46817118346656267,41032,11.939172,356431.18,0.007445189999999999,11.00139062,36313085.1,2379.789616,17755381.7
2020-01-05T08:00:00.000+0000,7463.64,7472.0,7400.0,7422.33,7427.61463,14.207553,7425.19,14.899999999999636,5665.077258,0.48813053260161066,47559,12.001533120000001,282522.4304,0.00740637,1381.6889964900001,42066779.5,2783.9586880000006,20672379.8
2020-01-05T12:00:00.000+0000,7422.27,7476.31,7415.0,7468.42,7445.43997,11.760089,7443.19,16.590000000000146,5088.908425,0.5242632185863627,52899,11.32638402,246778.57179756,0.007418289999999999,11.314656300000001,37891340.5,2581.730618,19221657.3
2020-01-05T16:00:00.000+0000,7467.91,7484.0,7421.77,7444.14,7454.53093,13.933015,7456.4,23.31999999999971,4847.774609,0.4720509616763278,48821,462.06199542999997,103897.774,0.00742563,224.02394916,36137911.7,2440.105916,18189571.1
2020-01-05T20:00:00.000+0000,7444.71,7445.0,7318.0,7358.75,7375.64439,34.645769,7369.22,53.67000000000007,6550.969538,0.5167720844289674,56284,11.04794964,176400.0,0.00732501,10.08884625,48305206.6,3632.7933839999996,26782866.8
2020-01-06T00:00:00.000+0000,7357.64,7580.0,7346.76,7540.9,7477.96308,66.45446,7503.61,119.78999999999996,13578.258656,0.48086031952832586,90571,219.96400544,484099.1243422,0.00735235,12.005112800000001,101658114.4,6324.551718,47368729.9
2020-01-06T04:00:00.000+0000,7540.9,7554.61,7496.0,7507.91,7523.40695,10.492682,7523.0,11.30999999999949,4822.718155,0.5011690307065398,44909,3413.2224851999995,367857.23728,0.00749714,72.99190102,36286039.6,2288.8665499999997,17221589.4
2020-01-06T08:00:00.000+0000,7508.18,7582.27,7507.39,7544.72,7543.46892,14.245278,7542.88,18.589999999999236,7827.327593,0.5418486171761281,71448,438.41013838,200894.61695999998,0.00751169,219.61925448,59043380.1,4193.686002,31631408.5
2020-01-06T12:00:00.000+0000,7544.72,7622.0,7465.44,7519.99,7543.18231,21.543908,7543.67,24.449999999999818,9210.893924,0.47192255242158704,74063,11.38498248,249647.019888,0.00750776,2030.3973,69483827.3,4540.628712,34242208.8
2020-01-06T16:00:00.000+0000,7519.05,7561.0,7509.43,7539.9,7538.97276,10.424209,7539.2,14.659999999999854,4503.573879,0.4797569620253165,49375,1131.42904875,202163.42313,0.00751046,240.3946317,33952019.9,2270.638008,17117569.8
2020-01-06T20:00:00.000+0000,7539.74,7795.34,7534.9,7758.0,7671.80916,77.912654,7684.92,148.5,14692.923109,0.44408761321725165,119571,13.0060515,342182.3329,0.007536909999999999,660.616974,112907099.9,6163.556556,47337364.2
2020-01-07T00:00:00.000+0000,7758.9,8000.0,7758.29,7894.9,7899.30544,44.721638,7900.32,43.77000000000044,20969.436578,0.44133000854743115,141563,91.2756996,385672.04852981,0.00777718,435.97216779999997,165663512.4,9974.63499,78803051.7
2020-01-07T04:00:00.000+0000,7894.71,7905.5,7821.0,7883.37,7865.51625,15.725173,7867.28,15.1899999999996,7779.689163,0.46274761163507616,65526,219.87556821,526512.0196931501,0.00782978,46.47246615,61185863.7,3768.457454,29638732.9
2020-01-07T08:00:00.000+0000,7883.11,7965.0,7855.0,7895.14,7897.23321,26.418932,7889.66,43.67000000000007,8698.801496,0.5196590440140595,70273,19.960034519999997,549402.833616,0.007855979999999999,1056.14077294,68727867.6,4490.801075,35484327.9
2020-01-07T12:00:00.000+0000,7895.13,7915.77,7740.29,7764.59,7839.2528,37.732409,7842.7,43.29999999999927,13815.63926,0.4821226911666188,104490,77.12752497,669132.288,0.007749359999999999,998.02157565,108226997.5,6837.56535,53556504.8
2020-01-07T16:00:00.000+0000,7764.04,8137.0,7723.71,8073.69,7988.37403,98.278053,8003.35,161.52999999999975,23314.904383,0.4973770350324557,162221,1587.17164104,330347.76951015,0.00774376,21.831257759999996,186138206.5,11397.098357,90984290.6
2020-01-07T20:00:00.000+0000,8073.69,8207.68,7945.72,8145.28,8087.86248,58.856829,8080.57,101.71000000000004,16593.213781,0.4875391172597386,141242,1211.0535,486894.9751549,0.00795376,1711.6735750399998,134260343.3,8511.015886000001,68868915.7
2020-01-08T00:00:00.000+0000,8145.92,8455.0,8142.0,8300.34,8338.00329,59.100983,8340.19,89.98999999999978,29882.767578,0.4836900004196998,214439,199.94975232,401120.4,0.00814586,11.379766140000001,249278984.7,14403.23731,120125848.7
2020-01-08T04:00:00.000+0000,8300.34,8377.0,8277.21,8297.26,8330.35439,18.885191,8330.85,24.8799999999992,9759.58652,0.48493458286552255,87286,89.02944683999999,595760.11905157,0.008289659999999999,411.8345001,81284192.5,4828.070489,40211538.1
2020-01-08T08:00:00.000+0000,8297.27,8370.0,8264.86,8332.47,8319.6679,25.249874,8321.24,43.30999999999949,9015.766024,0.4983272347098798,76520,1170.31333896,350324.27017556,0.008270379999999999,862.3356527699999,74999557.7,4903.874224,40791842.8
2020-01-08T12:00:00.000+0000,8332.2,8418.61,8184.0,8305.97,8311.48062,46.59159,8305.0,59.19000000000051,20431.673213,0.49743745742872825,151217,121.64178780000002,436008.586389,0.008217,500.00278205999996,169790325.4,10430.727273,86652449.3
2020-01-08T16:00:00.000+0000,8306.09,8335.79,7963.05,7963.35,8105.53949,84.535529,8083.09,83.21000000000004,26733.722173,0.5238612779585962,172979,99.66477391,418664.235392,0.00797642,702.45506685,216783134.1,14531.705538,117825098.8
2020-01-08T20:00:00.000+0000,7963.56,8125.57,7870.0,8055.98,8004.34337,58.542696,8010.56,88.46000000000004,16799.127132,0.48106836337486514,127934,579.47640696,442826.92260000005,0.007880999999999999,23.8457008,134274038.2,8453.918292,67519204.6
2020-01-09T00:00:00.000+0000,8054.72,8055.96,7928.0,7954.72,7979.43967,23.107891,7977.36,32.56999999999971,9990.260359,0.510720064724919,79104,12.082080000000001,250377.192,0.007937999999999999,19.99021136,79727246.3,5220.681763,41666997.8
2020-01-09T04:00:00.000+0000,7954.96,7978.31,7896.0,7949.84,7941.28468,18.541214,7942.67,27.74000000000069,7975.920845,0.48146305051007715,64304,2500.045054,593319.9196599999,0.00790348,479.12095712,63346230.6,3940.157376,31295760.8
2020-01-09T08:00:00.000+0000,7949.57,7955.83,7852.01,7878.56,7896.53031,23.657447,7891.4,36.6899999999996,9886.091731,0.4975547322330751,74225,2500.08411801,317303.2,0.00785657,2365.2224975999998,78063921.2,4907.919587,38743543.3
2020-01-09T12:00:00.000+0000,7878.02,7945.0,7871.0,7907.05,7904.72505,16.460209,7903.56,23.729999999999563,8465.58572,0.499286644749085,64484,31.53571406,373339.532616,0.00787272,409.21355865000004,66923251.4,4151.244694,32816153.2
2020-01-09T16:00:00.000+0000,7907.05,7957.48,7778.0,7917.54,7840.2776,41.053678,7828.15,54.149999999999636,13370.93087,0.5064466052909596,92762,1527.2388004499999,343249.32613301004,0.007787629999999999,1807.4793715199999,104825199.7,6811.434491,53389535.6
2020-01-09T20:00:00.000+0000,7917.55,8000.0,7750.0,7817.76,7855.14105,68.154026,7827.24,116.02000000000044,14550.730305,0.510108640217088,103921,478.6000624,377100.880826,0.0077576699999999995,51.573762720000005,114372401.2,7562.322698000001,59446580.5
2020-01-10T00:00:00.000+0000,7817.74,7854.06,7770.0,7818.02,7816.71335,17.068243,7814.0,25.029999999999745,4946.412757,0.5089478462624836,49565,25.78290652,264759.0,0.00777626,113.50983238,38652855.8,2583.3155460000003,20184613.7
2020-01-10T04:00:00.000+0000,7818.06,7819.84,7711.76,7752.98,7761.20589,22.237395,7755.96,39.38000000000011,8595.700022,0.5434462206242003,61743,910.78835388,296499.53400000004,0.007727189999999999,133.8551997,66695728.2,4560.009298,35376773.1
2020-01-10T08:00:00.000+0000,7753.05,7854.44,7672.0,7841.69,7755.98958,48.418907,7740.53,86.16999999999916,16190.710852,0.4837937909427514,105330,33.152041800000006,447402.63399999996,0.00767934,2416.79317462,125568149.8,8155.098525,63254267.1
2020-01-10T12:00:00.000+0000,7841.03,8086.85,7811.0,8066.6,7946.38083,74.029118,7930.26,140.9900000000007,19947.250537,0.47134098365523075,134722,1405.70065325,500935.387073,0.00782016,583.6830428000001,158562714.0,9361.940755000001,74376150.3
2020-01-10T16:00:00.000+0000,8067.5,8140.11,7909.98,8059.49,8029.06565,57.17208,8033.0,88.80000000000018,22918.937725,0.4574760827863477,163167,12.052845000000001,496912.576,0.007911999999999999,16.79597716,183994648.6,10858.324723999998,87155775.8
2020-01-10T20:00:00.000+0000,8058.05,8199.0,7981.59,8197.02,8084.65586,41.281382,8080.0,38.909999999999854,9807.765555,0.46966387839343043,91574,324.23981590000005,441331.0823,0.00800356,42.00153048,79300124.0,4526.333293,36581254.8
2020-01-11T00:00:00.000+0000,8198.86,8253.26,8119.75,8158.49,8185.73215,28.238749,8180.41,38.52000000000044,10029.604397,0.4649748001832714,78572,269.99665866000004,438109.55467499996,0.008128229999999998,272.9014905,82099998.4,4886.875538,39998495.2
2020-01-11T04:00:00.000+0000,8158.83,8179.94,8044.65,8074.18,8099.32209,29.667542,8099.98,47.82000000000062,7452.941654,0.48319699967516166,67726,11.52026796,336485.14380572,0.00804736,485.00791842,60350236.3,3637.7851689999998,29459312.4
